Result Log

problem file path: problems/d2.lup
solution file path: solutions/d2-100-50-fps-plus-trunc-4obj.txt
random seed: 1602437534166
search strategy: moea
number of runs per experiment: 30
num_fitness_evals_per_run: 10000
fitness function: 4_obj
fitness sharing: False
crowding: False
initialization method: validity_forced
mu: 100
lambda: 50
p_c: 1.0
p_mchild: 0.7
p_m: 0.005
mutation rate strategy: fixed
parent selection method: fitness_proportional_selection
survival strategy: plus
survival selection method: truncation
termination method: number_of_evals

Run 1
3150	115.12	161.0	-9.56	0.0	-19.77	-13.0	-20.15	-5.0
3200	115.5	161.0	-9.81	0.0	-19.65	-9.0	-20.36	-5.0
3250	115.35	161.0	-9.86	0.0	-19.68	-9.0	-20.38	-5.0
3300	116.4	161.0	-10.4	0.0	-19.76	-9.0	-20.84	-5.0
3350	116.0	161.0	-9.88	0.0	-19.66	-9.0	-20.47	-5.0
3400	114.61	161.0	-9.45	0.0	-19.66	-9.0	-20.0	-5.0
3450	114.74	161.0	-9.59	0.0	-19.68	-9.0	-20.09	-5.0
3500	116.67	161.0	-9.66	0.0	-19.75	-9.0	-20.32	-5.0
3550	116.94	161.0	-9.59	0.0	-19.94	-9.0	-20.3	-5.0
3600	116.98	161.0	-9.67	0.0	-19.84	-9.0	-20.39	-5.0
3650	115.42	161.0	-9.25	0.0	-19.88	-9.0	-19.93	-5.0
3700	115.22	161.0	-9.82	0.0	-19.81	-9.0	-20.32	-5.0
3750	114.69	161.0	-9.63	0.0	-19.8	-9.0	-20.2	-5.0
3800	113.75	161.0	-9.67	0.0	-19.74	-9.0	-20.18	-5.0
3850	113.63	161.0	-9.49	0.0	-19.83	-9.0	-20.04	-5.0
3900	114.38	161.0	-9.49	0.0	-19.75	-9.0	-20.15	-5.0
3950	115.07	161.0	-9.58	0.0	-19.69	-9.0	-20.27	-5.0
4000	114.26	161.0	-9.46	0.0	-19.78	-9.0	-20.1	-5.0
4050	113.65	161.0	-8.56	0.0	-19.73	-9.0	-19.42	-5.0
4100	113.29	161.0	-8.44	0.0	-19.58	-9.0	-19.32	-5.0
4150	113.57	161.0	-8.42	0.0	-19.67	-9.0	-19.36	-5.0
4200	113.95	161.0	-8.29	0.0	-19.91	-9.0	-19.31	-5.0
4250	112.15	161.0	-7.49	0.0	-19.82	-9.0	-18.59	-5.0
4300	113.13	161.0	-7.99	0.0	-19.72	-9.0	-19.06	-5.0
4350	113.74	161.0	-8.32	0.0	-19.69	-9.0	-19.39	-5.0
4400	114.16	161.0	-8.46	0.0	-19.67	-9.0	-19.53	-5.0
4450	112.24	161.0	-7.2	0.0	-19.9	-9.0	-18.35	-5.0
4500	111.2	161.0	-7.04	0.0	-19.93	-9.0	-18.13	-5.0
4550	111.55	161.0	-7.22	0.0	-19.76	-9.0	-18.35	-5.0
4600	112.59	161.0	-7.16	0.0	-19.59	-9.0	-18.47	-5.0
4650	110.89	161.0	-6.86	0.0	-19.53	-9.0	-18.08	-5.0
4700	107.8	161.0	-5.39	0.0	-19.54	-9.0	-16.64	-5.0
4750	107.38	161.0	-5.24	0.0	-19.49	-9.0	-16.48	-5.0
4800	106.33	161.0	-5.08	0.0	-19.3	-9.0	-16.24	-5.0
4850	103.86	161.0	-4.7	0.0	-19.53	-9.0	-15.69	-5.0
4900	104.4	161.0	-4.77	0.0	-19.48	-9.0	-15.83	-5.0
4950	111.04	161.0	-5.14	0.0	-18.79	-9.0	-16.91	-5.0
5000	112.47	161.0	-5.3	0.0	-18.81	-9.0	-17.16	-5.0
5050	112.68	161.0	-5.36	0.0	-18.75	-9.0	-17.22	-5.0
5100	112.34	161.0	-5.17	0.0	-18.95	-9.0	-16.98	-5.0
5150	113.37	161.0	-5.29	0.0	-18.79	-9.0	-17.22	-5.0
5200	111.63	161.0	-4.33	0.0	-19.32	-9.0	-16.35	-5.0
5250	112.28	161.0	-4.58	0.0	-19.28	-9.0	-16.6	-5.0
5300	112.28	161.0	-4.78	0.0	-19.15	-9.0	-16.75	-5.0
5350	111.52	161.0	-4.67	0.0	-19.07	-9.0	-16.61	-5.0
5400	111.27	161.0	-4.62	0.0	-19.21	-9.0	-16.54	-5.0
5450	111.2	161.0	-4.46	0.0	-19.25	-9.0	-16.39	-5.0
5500	111.2	161.0	-4.46	0.0	-19.25	-9.0	-16.39	-5.0
5550	111.41	161.0	-4.72	0.0	-19.22	-9.0	-16.63	-5.0
5600	110.26	161.0	-4.41	0.0	-19.34	-9.0	-16.24	-5.0
5650	110.82	161.0	-4.49	0.0	-19.35	-9.0	-16.29	-5.0
5700	111.23	161.0	-4.55	0.0	-19.46	-9.0	-16.33	-5.0
5750	110.78	161.0	-4.74	0.0	-19.62	-9.0	-16.28	-5.0
5800	110.16	161.0	-4.55	0.0	-19.68	-9.0	-16.06	-5.0
5850	110.1	161.0	-4.24	0.0	-19.61	-9.0	-15.92	-5.0
5900	109.97	161.0	-4.22	0.0	-19.61	-9.0	-15.9	-5.0
5950	108.61	161.0	-4.08	0.0	-19.45	-9.0	-15.76	-5.0
6000	108.84	161.0	-4.21	0.0	-19.12	-9.0	-15.96	-5.0
6050	108.99	161.0	-4.26	0.0	-19.05	-9.0	-16.03	-5.0
6100	108.62	161.0	-4.19	0.0	-19.0	-9.0	-15.96	-5.0
